Indicators,BNC,BPH,BUH,CAPITALBK,SOGEBK,UNIBNK,SOGEBL,CBNA,TOTAL,Parts1_fr,Parts2_fr,Parts1_en,Parts2_en,Date,Indicators_en,SCOTIA,BICH,PROMOBK,SOCABK,SOCABL,BHD ,BHD *
gains sur change,9524,1783.1,9500,8521,31589,37240.2,2593.7,25851,149663.3,Autres revenus,Autres revenus,Other income,Other income,2001-03-01,Foreign exchange gains,4604,0,9163,8790.5,,503.8,
autres,5414,201.6,1328.7,512,10937.6,3554.2,71.4,21,22584.6,Autres revenus,Autres revenus,Other income,Other income,2001-03-01,Other,4,114.5,349.7,0,,75.9,
produit net bancaire,78437,13351.699999999997,53488.2,32766,173061.69999999998,129286,17678.600000000002,68780,686124.6,Produit net bancaire,Produit net bancaire,Net banking income,Net banking income,2001-03-01,Net banking income,25563,351,38894.09999999999,53254.100000000006,,1213.2,
dotation a la provision pour creances douteuses,4750,1350,3000,608,11165.3,6249.4,1341,0,31990.699999999997,Dotation a la provision pour creances douteuses,Dotation a la provision pour creances douteuses,Allowance for bad debts,Allowance for bad debts,2001-03-01,Allowance for bad debts,977,0,1050,1500,,0,
et impots sur le revenu,73687,12001.699999999997,50488.2,32158,161896.4,123036.6,16337.600000000002,68780,654133.9,Et impots sur le revenu,Et impots sur le revenu,Earnings before operating expenses and income tax,Earnings before operating expenses and income tax,2001-03-01,Earnings before operating expenses and income tax,24586,351,37844.09999999999,51754.100000000006,,1213.2,
salaires et avantages sociaux,15031,5881.8,18164.2,11692,56407.7,37842.7,3890.1,12234,193009.90000000002,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2001-03-01,Salaries and benefits,5092,169.8,12260.6,12362.4,,1981.6,
frais de locaux,491,320.8,2261.2,2311,4320.5,4375.2,1087.5,2009,21363.100000000002,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2001-03-01,Premises expenses,-615,61.8,2796.1,1546.1,,397.9,
amortissement,5867,1694.8,7425.8,4162,19028.2,9671.6,579.1,2000,58698.8,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2001-03-01,Amortization,1240,2.6,4089,2587.4,,351.3,
autres depenses d'exploitation,14183,4005.7,22804.1,13934,47124.7,45393.2,2736.8,7800,209390.69999999998,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2001-03-01,Other operating expenses,10831,93.8,15958.3,23206,,1320.1,
benefice avant impots sur le revenu,38115,98.59999999999673,-167.10000000000582,59,35015.3,25753.900000000023,8044.100000000002,44737,171671.40000000002,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2001-03-01,Profit before income tax,8038,23,2740.0999999999913,12052.200000000004,,-2837.7,
impots sur le revenu,0,0,-59.1,0,13040,8112.5,2533.9,12636,41201.8,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2001-03-01,Income taxes,3316,10.5,550,1062,,0,
benefice net (perte nette),38115,98.59999999999673,-108.00000000000583,59,21975.300000000003,17641.400000000023,5510.200000000003,32101,130469.60000000002,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2001-03-01,Net profit (loss),4722,12.5,2190.0999999999913,10990.200000000004,,-2837.7,
prets,31538,24776.1,40947.9,49323,195120.8,181213.8,25746.5,90759,890755.1,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2003-06-01,Loans,45468,132.2,75518.7,126592,3619.1,,
interets sur bons b.r.h.,55317,961.1,18955.9,3546,61716.2,30078.5,4914.1,3033,179729.4,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2003-06-01,Interest on central bank bills,0,0,1207.6,0,0,,
autres,41289,0,1337.7,3561,23592.9,12766.7,13729.6,40,102045.2,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2003-06-01,Other,1619,0,1665.4,1795.9,648,,
depenses d'interet,20694,6464,13435.6,16078,90910.8,90341.1,19996.4,43851,437548.9,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2003-06-01,Interest expenses,17289,30.2,31863.5,84187.7,2407.6,,
commissions,11117,5027,8700.5,6511,41252.6,50544.6,1285.2,10695,167599.3,Autres revenus,Autres revenus,Other income,Other income,2003-06-01,Commission banking fees,4995,21.1,7226.3,19265.4,958.6,,
gains sur change,7377,3191,2725.4,8565,26647.5,31646.3,2076.1,5949,116928.50000000001,Autres revenus,Autres revenus,Other income,Other income,2003-06-01,Foreign exchange gains,5448,0,12607.4,9534.3,1161.5,,
autres,6713,2410.2,1433.1,1516,31468.8,34495.7,398.5,66,86070.59999999999,Autres revenus,Autres revenus,Other income,Other income,2003-06-01,Other,136,90.9,7260.2,0,82.2,,
produit net bancaire,132657,29901.399999999998,60664.9,56944,288888.00000000006,250404.5,28153.599999999995,66691,1105579.2,Produit net bancaire,Produit net bancaire,Net banking income,Net banking income,2003-06-01,Net banking income,40377,214,73622.1,72999.9,4061.8,,
dotation a la provision pour creances douteuses,0,2589.1,3000,828,16392,11695.3,1731.3,6853,48841,Dotation a la provision pour creances douteuses,Dotation a la provision pour creances douteuses,Allowance for bad debts,Allowance for bad debts,2003-06-01,Allowance for bad debts,-4465,0,8717.3,600,900,,
et impots sur le revenu,132657,27312.3,57664.9,56116,272496.00000000006,238709.2,26422.299999999996,59838,1056738.2,Et impots sur le revenu,Et impots sur le revenu,Earnings before operating expenses and income tax,Earnings before operating expenses and income tax,2003-06-01,Earnings before operating expenses and income tax,44842,214,64904.8,72399.9,3161.8,,
salaires et avantages sociaux,28939,9538.9,16629.3,17560,63926,58464.1,4395.8,18807,267563,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2003-06-01,Salaries and benefits,9161,174.3,16518.8,21994.7,1454.1,,
frais de locaux,783,447.2,4336.7,5909,9484.1,8956.7,1320,3037,47281.2,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2003-06-01,Premises expenses,3949,60,4949.9,3523.6,525,,
amortissement,5860,1712.8,6882.8,3934,15645.9,14527.5,1022.7,2696,63254.6,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2003-06-01,Amortization,1807,0,4156.8,4410.8,598.3,,
autres depenses d'exploitation,16559,7922.1,20413.4,21947,87558.2,97994.4,3413.6,7601,337900.6000000001,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2003-06-01,Other operating expenses,8102,105.7,25472.6,38906.8,1904.8,,
benefice avant impots sur le revenu,80516,7691.299999999999,9402.700000000004,6766,95881.80000000005,58766.5,16270.199999999995,27697,340738.7999999998,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2003-06-01,Profit before income tax,21823,-126,13806.700000000012,3564,-1320.3999999999996,,
impots sur le revenu,0,0,3291,596,24586.7,18519.7,5125.1,613,65174.899999999994,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2003-06-01,Income taxes,7638.1,0,4805.3,0,0,,
benefice net (perte nette),80516,7691.299999999999,6111.700000000004,6170,71295.10000000005,40246.8,11145.099999999995,27084,275563.8999999998,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2003-06-01,Net profit (loss),14184.9,-126,9001.400000000012,3564,-1320.3999999999996,,
prets,14469,13041.4,41731.3,30735,91053.1,85601.6,19577.1,40342,512995.2,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2002-06-01,Loans,29760,127.8,36407.7,109169.6,979.6,,0
interets sur bons b.r.h.,34465,915.8,7477.6,4673,21734,8480.5,2996.1,161,81891.30000000002,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2002-06-01,Interest on central bank bills,418,0,403.4,166.9,0,,0
autres,5167,297.8,2771.1,747,10859.4,12192.8,2296.1,27,39012.899999999994,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2002-06-01,Other,898,0,555.3,1138.5,2062.9,,0
depenses d'interet,11989,5255.5,11754.4,7119,37060.7,29837.3,6226.5,9985,184097.8,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2002-06-01,Interest expenses,6646,26.2,10779.5,46931.3,487.4,,0
commissions,6518,2109.3,6284.8,3432,26136.4,25846.6,958.2,7615,94301.5,Autres revenus,Autres revenus,Other income,Other income,2002-06-01,Commission banking fees,5307,20,4515.1,5009.4,549.7,,0
gains sur change,2547,2367.3,1596.5,4371,14350.3,27435,889.4,5279,78598.3,Autres revenus,Autres revenus,Other income,Other income,2002-06-01,Foreign exchange gains,3089,0,8367.2,7769.5,537.1,,0
autres,8199,1933,2447.5,146,16009.4,21713.2,131.6,51,50725.6,Autres revenus,Autres revenus,Other income,Other income,2002-06-01,Other,32,105.1,-123.9,36.7,45,,0
produit net bancaire,59376,15409.099999999999,50554.399999999994,36985,143081.9,151432.40000000002,20621.999999999996,43490,673427,Produit net bancaire,Produit net bancaire,Net banking income,Net banking income,2002-06-01,Net banking income,32858,226.7,39345.3,76359.3,3686.9,,0
dotation a la provision pour creances douteuses,0,2500,3000,-204,7056.9,2603.2,839.1,6271,21567.199999999997,Dotation a la provision pour creances douteuses,Dotation a la provision pour creances douteuses,Allowance for bad debts,Allowance for bad debts,2002-06-01,Allowance for bad debts,735,0,-6434,5200,0,,0
et impots sur le revenu,59376,12909.099999999999,47554.399999999994,37189,136025,148829.2,19782.899999999998,37219,651859.8,Et impots sur le revenu,Et impots sur le revenu,Earnings before operating expenses and income tax,Earnings before operating expenses and income tax,2002-06-01,Earnings before operating expenses and income tax,32123,226.7,45779.3,71159.3,3686.9,,0
salaires et avantages sociaux,24468,6972,15068.7,14343,55144.8,39282.4,4225,12015,208029,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2002-06-01,Salaries and benefits,6993,171,11544.1,16611.5,1190.5,,0
frais de locaux,1000,333.9,2575.3,3377,6481,6194.1,1048.4,2301,32812.4,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2002-06-01,Premises expenses,3105,45,3656.2,2695.5,0,,0
amortissement,3159,1855.1,6766.2,2566,15634.5,13109.4,791.3,2255,55717.1,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2002-06-01,Amortization,1168,0,4156.8,3705.4,550.4,,0
autres depenses d'exploitation,11188,4714.8,18658.6,14945,58755.9,57252.1,3035.5,9769,239789.80000000002,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2002-06-01,Other operating expenses,8013,80.4,16558.3,35806.6,1012.6,,0
benefice avant impots sur le revenu,19561,-966.7000000000007,4485.599999999991,1958,8.799999999988358,32991.20000000001,10682.699999999997,10879,115511.5,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2002-06-01,Profit before income tax,12844,-69.69999999999999,9863.900000000009,12340.300000000003,933.4000000000001,,0
impots sur le revenu,0,0,1569.8,522,0,10408,3365,2565,27298.5,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2002-06-01,Income taxes,4495.4,0,2873.3,1500,0,,0
benefice net (perte nette),19561,-966.7000000000007,2915.799999999991,1436,8.799999999988358,22583.20000000001,7317.699999999997,8314,88213,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2002-06-01,Net profit (loss),8348.6,-69.69999999999999,6990.600000000009,10840.300000000003,933.4000000000001,,0
prets,15256,13873.7,41636.6,35817,115987.9,109710.4,20243.6,61466,601586.8,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2001-06-01,Loans,36516,191.4,42498.2,108113.3,,276.7,
interets sur bons b.r.h.,50204,3181.8,6553.3,5317,41664.8,3472.5,2552.7,4683,118949.5,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2001-06-01,Interest on central bank bills,530,0,53.4,737,,0,
autres,8782,594.2,13835.6,2737,20235.5,22113,3329.7,77,81700.3,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2001-06-01,Other,2867,0,3163.6,3965.7,,0,
depenses d'interet,13867,8952.5,26243.6,18780,58814.3,62699.3,13490.3,32475,357889.9,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2001-06-01,Interest expenses,20944,28.5,23875.7,76471.8,,1247.9,
commissions,5508,1282,8592.4,3879,18354.2,19791,799.7,5346,80822.2,Autres revenus,Autres revenus,Other income,Other income,2001-06-01,Commission banking fees,3466,74.2,3853.2,8834.3,,1042.2,
gains sur change,-1277,1024.6,4435,5574,19082,29241.2,1712.9,9445,87426.90000000001,Autres revenus,Autres revenus,Other income,Other income,2001-06-01,Foreign exchange gains,4855,0,6404.8,6071,,858.4,
autres,2738,119.8,2229,224,6220.2,4167.8,203.6,32,16134.600000000002,Autres revenus,Autres revenus,Other income,Other income,2001-06-01,Other,57,111.9,1.7,0,,29.6,
produit net bancaire,67344,11123.6,51038.3,34768,162730.3,125796.59999999999,15351.900000000001,48574,628730.4000000001,Produit net bancaire,Produit net bancaire,Net banking income,Net banking income,2001-06-01,Net banking income,27347,349,32099.199999999997,51249.5,,958.9999999999998,
dotation a la provision pour creances douteuses,4750,1200,0,-389,11219.1,5919.1,1341.4,0,29302.6,Dotation a la provision pour creances douteuses,Dotation a la provision pour creances douteuses,Allowance for bad debts,Allowance for bad debts,2001-06-01,Allowance for bad debts,2762,0,1000,1500,,0,
et impots sur le revenu,62594,9923.6,51038.3,35157,151511.19999999998,119877.49999999999,14010.500000000002,48574,599427.8000000002,Et impots sur le revenu,Et impots sur le revenu,Earnings before operating expenses and income tax,Earnings before operating expenses and income tax,2001-06-01,Earnings before operating expenses and income tax,24585,349,31099.199999999997,49749.5,,958.9999999999998,
salaires et avantages sociaux,21371,5370.2,17685.6,12806,57688.5,38108.7,3922,11809,202779.29999999996,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2001-06-01,Salaries and benefits,6301,188.6,13156.9,12403.4,,1968.4,
frais de locaux,2183,319.8,2230.5,2259,4386.3,4734.9,1171.6,2553,25822.7,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2001-06-01,Premises expenses,836,61.8,3052.1,1620.6,,414.1,
amortissement,4865,1663.4,6601.3,4237,14248.7,9824.5,618.5,2037,52837.90000000001,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2001-06-01,Amortization,1331,0,4157.6,2907.1,,346.8,
autres depenses d'exploitation,7851,3773.4,12023.5,12347,51262.3,46617.8,2428.5,10601,189281.4,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2001-06-01,Other operating expenses,4754,83.4,13010.9,23242.7,,1285.9,
benefice avant impots sur le revenu,26324,-1203.199999999999,12497.400000000009,3508,23925.39999999998,20591.59999999999,5869.9000000000015,21574,128706.50000000023,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2001-06-01,Profit before income tax,11363,15.200000000000045,-2278.300000000003,9575.699999999997,,-3056.2000000000007,
impots sur le revenu,0,0,4374.1,0,3500,6486.4,1849,5736,26985.5,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2001-06-01,Income taxes,4090,0,-550,1500,,0,
benefice net (perte nette),26324,-1203.199999999999,8123.300000000008,3508,20425.39999999998,14105.199999999992,4020.9000000000015,15838,101721.00000000023,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2001-06-01,Net profit (loss),7273,15.200000000000045,-1728.300000000003,8075.699999999997,,-3056.2000000000007,
prets,29638.2,28942.8,39629.7,52083,194387.1,166864,27629,79574,885480.5,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2003-09-01,Loans,44043,131.3,71265.1,146662,4631.3,,
interets sur bons b.r.h.,85302.5,1850,20308.2,6546,101237,44867.9,5819.4,8009,274594,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2003-09-01,Interest on central bank bills,385,0,226.2,42.8,0,,
autres,23698.7,0,893,3630,21935.9,12496.1,20996.3,9,92833.3,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2003-09-01,Other,1759,0,1206.8,5048.9,1159.6,,
depenses d'interet,23506.9,8641.4,13610.1,21355,117459.6,103711.1,27381.6,38654,503035.5,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2003-09-01,Interest expenses,19430,27.5,32013.8,93181.7,4062.8,,
commissions,13705.9,5083.9,9603.9,6644,40527.6,28433.1,3213,13777,164617.90000000002,Autres revenus,Autres revenus,Other income,Other income,2003-09-01,Commission banking fees,5131,22.8,10376.4,27676.6,422.7,,
